Index,DATABASE_ID,SMILES
1817,DB09374,CC1(C)\C(=C\C=C\C=C\C=C\C2=[N+](CCCCS(O)(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS(O)(=O)=O)C2=C1C1=CC=CC=C1C=C2
1818,DB09376,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1
1819,DB09378,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
1820,DB09380,[Na+].[Na+].[O-][51Cr]([O-])(=O)=O
1821,DB09383,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
1822,DB09385,[C@@H]1(C2[N-]3C4=C(C5=[N]6C(C([C@@H]5CCC(N)=O)(C)C)=CC5=[N]7C(=C(C8=[N]([C@@]2([C@@]([C@@H]8CCC(N)=O)(C)CC(N)=O)C)[57Co+3]367([N]2=CN(C3=C2C=C(C(C)=C3)C)[C@H]2O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@]14C)[C@H]2O)[CH-]#N)C)[C@@]([C@@H]5CCC(N)=O)(C)CC(N)=O)C)CC(N)=O
1823,DB09389,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
1824,DB09394,OP(O)(O)=O
1825,DB09395,[Na+].CC([O-])=O
1826,DB09397,[99Tc].S1SSSSSSS1
1827,DB09398,[18F-]
1828,DB09400,C[75Se]CC[C@H](N)C(O)=O
1829,DB09401,[H][C@]1(O)CO[C@]2([H])[C@]([H])(O)CO[C@]12[H]
1830,DB09403,CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O
1831,DB09407,[Mg++].[Cl-].[Cl-]
1832,DB09409,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O
1833,DB09413,[K+].OP(O)([O-])=O
1834,DB09414,[K+].[K+].OP([O-])([O-])=O
1835,DB09418,[K+].[O-][Cl](=O)(=O)=O
1836,DB09419,OC[C@@H](O)[C@H](O)[C@@H](O)C=O
1837,DB09420,[123I-]
1838,DB09421,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O
1839,DB09425,[111In+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC(O)=O
1840,DB09443,[81Kr]
1841,DB09449,[Na+].OP(O)([O-])=O
1842,DB09460,[Na+].[Na+].[O-]C([O-])=O
1843,DB09462,OCC(O)CO
1844,DB09472,[Na+].[Na+].[O-]S([O-])(=O)=O
1845,DB09473,[111In+3].[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2
1846,DB09477,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O
1847,DB09479,[82Rb+]
1848,DB09480,CC(C)NC(C)CC1=CC=C([123I])C=C1
1849,DB09481,[Mg++].[O-]C([O-])=O
1850,DB09483,[K+].CC(O)C([O-])=O
1851,DB09484,[Na+].[Na+].[O-]P([O-])(F)=O
1852,DB09487,CN(C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I
1853,DB09488,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O
1854,DB09490,Cl[111In](Cl)Cl
1855,DB09494,CCCCCCCCCCCCCCCCO
1856,DB09495,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C
1857,DB09496,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC
1858,DB09498,[Cl-].[Cl-].[89Sr++]
1859,DB09499,OS(O)(=O)=S
1860,DB09501,N.[Fe+3].OC(=O)CC(O)(CC(O)=O)C(O)=O
1861,DB09502,[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO
1862,DB09510,N[13C](O)=N
1863,DB09512,O=[Si]=O.CO[Si](C)(C)O[Si](C)(C)C
1864,DB09513,N[14C](N)=O
1865,DB09516,COC1=CC=C(O)C=C1
1866,DB09517,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
1867,DB09526,OC1=CC=C(O)C=C1
1868,DB09534,CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2=CC1=CC=C(C=C2C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1
1869,DB09536,O=[Ti]=O
1870,DB09543,COC(=O)C1=CC=CC=C1O
1871,DB09546,OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1
1872,DB09552,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1
1873,DB09555,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1
1874,DB09561,[Na+].[Na+].OCC(O)COP([O-])([O-])=O
1875,DB09563,C[N+](C)([11CH3])CCO
1876,DB09570,[H][C@@](CC(C)C)(N=C(O)CN=C(O)C1=C(Cl)C=CC(Cl)=C1)B(O)O
1877,DB09571,CN[C@H](C)CC1=CC=CC=C1
1878,DB11056,[Cl-].[Cl-].[Sn++]
1879,DB11068,O[Se](O)(=O)=O
1880,DB11071,OC1=CC=CC=C1C(=O)OC1=CC=CC=C1
1881,DB11072,F
1882,DB11073,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
1883,DB11079,OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O
1884,DB11080,[O-][N+](=O)O[Ag]
1885,DB11081,Cl[Al](Cl)Cl
1886,DB11085,OC1=CC(O)=CC=C1
1887,DB11089,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O
1888,DB11090,[K+].[O-][N+]([O-])=O
1889,DB11091,OO
1890,DB11092,F[Sn]F
1891,DB11093,[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
1892,DB11096,CC(C)C1CCC(C)CC1OC(=O)C1=CC=CC=C1N
1893,DB11098,[K+].OC([O-])=O
1894,DB11100,NC(=O)NC1NC(=O)NC1=O
1895,DB11102,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
1896,DB11104,FS(F)(F)(F)(F)F
1897,DB11110,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
1898,DB11115,OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1
1899,DB11117,OC(=O)CCCCCCCCC=C
1900,DB11119,[Na+].[I-]
1901,DB11121,CC1=CC(O)=CC(C)=C1Cl
1902,DB11123,[O-]Cl
1903,DB11125,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1
1904,DB11126,[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
1905,DB11127,O[Se](O)=O
1906,DB11128,[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6]
1907,DB11129,OO.NC(O)=N
1908,DB11132,O=[Si]=O
1909,DB11134,[O--].[Cu++]
1910,DB11135,[Se]
1911,DB11136,[Cr]
1912,DB11137,[Mo]
1913,DB11140,[51Cr]
1914,DB11141,[Mn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
1915,DB11142,C[Se]CC[C@H](N)C(O)=O
1916,DB11145,OC1=CC=CC2=C1N=CC=C2
1917,DB11148,CCCCOC(=O)C1=CC=C(N)C=C1
1918,DB11150,[Ba++].[O-]S([O-])(=O)=O
1919,DB11151,[OH-].[Na+]
1920,DB11153,[OH-].[K+]
1921,DB11154,[Zn++].[Zn++].[Zn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
1922,DB11155,ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1
1923,DB11156,[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1
1924,DB11157,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2
1925,DB11159,[Na+].[Na+].[S--]
1926,DB11160,CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1
1927,DB11164,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC
1928,DB11168,[Ca++].OC[C@H](O)[C@@H](O)C([O-])=O.OC[C@H](O)[C@@H](O)C([O-])=O
1929,DB11171,O.O.O.O.O.[Fe+3].[Fe+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
1930,DB11175,[Zn++].[O-]C(=O)C1=CC=CC=N1.[O-]C(=O)C1=CC=CC=N1
1931,DB11176,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
1932,DB11180,CCOCCP(CCOCC)CCP(CCOCC)CCOCC
1933,DB11181,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C
1934,DB11182,OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12
1935,DB11183,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)S([O-])(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O
1936,DB11184,OC(=O)CN(CC(O)=O)CC1=CC2=C(OC3=CC(O)=C(CN(CC(O)=O)CC(O)=O)C=C3C22OC(=O)C3=CC=CC=C23)C=C1O
1937,DB11185,COC1=C(C=C(C(=O)C2=CC=CC=C2)C(O)=C1)S(O)(=O)=O
1938,DB11186,CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1
1939,DB11189,[Mg++].NCC([O-])=O.NCC([O-])=O
1940,DB11190,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO
1941,DB11191,[C@H]1(C[Co-3]2345[N+]6=C7C(C)=C8N2[C@]([H])([C@H](CC(=O)N)[C@]8(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]2[C@@H](CO)O[C@H](N8C=[N+]3C3=CC(C)=C(C)C=C83)[C@@H]2O)C)[C@@]2(C)[C@@](CC(=O)N)([C@H](CCC(=O)N)C(C(C)=C3[N+]4=C(C=C6C([C@@H]7CCC(=O)N)(C)C)[C@@H](CCC(=O)N)[C@@]3(CC(=O)N)C)=[N+]52)C)O[C@@H](N2C3=C(N=C2)C(=NC=N3)N)[C@H](O)[C@@H]1O
1942,DB11197,[Fe++].NCC(O)=O.[H][C@](N)(CS)C(O)=O.[H][C@](N)(C[S-])C([O-])=O
1943,DB11200,O.O.[Al+3].[Cl-].[Zr+4].NCC([O-])=O
1944,DB11201,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O
1945,DB11205,[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-].NC(=O)NC1NC(=O)[N-]C1=O
1946,DB11206,CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OC)C=C1)C1=C(O)C=C(OCC(CC)CCCC)C=C1
1947,DB11207,COC1=CC=C(\C=C\C(=O)OCCC(C)C)C=C1
1948,DB11210,[Fe++].NCC([O-])=O.NCC([O-])=O
1949,DB11217,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
1950,DB11219,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
1951,DB11221,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O
1952,DB11226,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=C(OC)C=C1
1953,DB11231,CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C
1954,DB11235,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1
1955,DB11239,[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
1956,DB11244,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
1957,DB11246,[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
1958,DB11248,[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
1959,DB11254,CCCCCCC1=C(O)C=C(O)C=C1
1960,DB11255,O=C(O[Cr](OC(=O)C1=CC=CC=N1)OC(=O)C1=CC=CC=N1)C1=CC=CC=N1
1961,DB11256,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2
1962,DB11257,[F-]
1963,DB11260,C[C@H]1C[C@@]2(OC(C)=O)[C@H]([C@H]1OC(=O)C1=CC=CC=C1)[C@@H](OC(C)=O)C(=C)CC[C@H]1[C@@H](\C=C(C)\C2=O)C1(C)C
1964,DB11262,CC(C)(C)CC(C)(C)C1=CC(CC2=C(O)C(=CC(=C2)C(C)(C)CC(C)(C)C)N2N=C3C=CC=CC3=N2)=C(O)C(=C1)N1N=C2C=CC=CC2=N1
1965,DB11263,OC[C@H]1O[C@@H](OC2=CC(O)=CC(\C=C\C3=CC=C(O)C=C3)=C2)[C@H](O)[C@@H](O)[C@@H]1O
1966,DB11264,[Ca++].OCC(CO)OP([O-])([O-])=O
1967,DB11268,OC1=CC=C(C=O)C=C1O
1968,DB11269,CCCCCCOC(=O)C1=CC=CC=C1C(=O)C1=CC=C(C=C1O)N(CC)CC
1969,DB11272,COC(=O)[C@H](CC(C)C)NC(=O)CCCCCCCCC=C
1970,DB11273,[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
1971,DB11274,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
1972,DB11275,[H][C@@]12CCCN1C(=O)[C@]([H])([C@H](C)CC)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
1973,DB11278,C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C
1974,DB11279,CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC
1975,DB11282,CCN(CC)C(=O)C1=CC(C)=CC=C1
1976,DB11283,CCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
1977,DB11284,CCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC
1978,DB11285,[H]\C(=C(\[H])C1=CC(OC)=C(O)C=C1)C(=O)OCC
1979,DB11299,CCCCOCC1=CC(OC)=C(O)C=C1
1980,DB11304,OCCOC1=CC=CC=C1
1981,DB11315,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
1982,DB11323,OCCOC(=O)C1=CC=CC=C1O
1983,DB11326,OB(O)O
1984,DB11327,[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-]
1985,DB11328,CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O
1986,DB11331,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC
1987,DB11332,[H][C@](N)(CCCCN)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CCCCN)C(O)=O
1988,DB11336,C(NC1=NC=NC2=C1NC=N2)C1=CC=CO1
1989,DB11340,COC1=C(OC)C(O)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(C)=C1O
1990,DB11342,[O--].[O--].[O--].[Al+3].[Al+3]
1991,DB11343,O[SiH3]
1992,DB11346,[Rb]
1993,DB11348,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O
1994,DB11359,COC1=C(O)C=CC=C1
1995,DB11362,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1
1996,DB11363,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O
1997,DB11386,CC(C)(O)C(Cl)(Cl)Cl
1998,DB11387,ClC(Cl)Cl
1999,DB11431,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O
2000,DB11496,S=C1NC2=C(S1)C=CC=C2
2001,DB11560,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2
2002,DB11570,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C
2003,DB11573,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-]
2004,DB11574,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC(=CN1)C1=CC2=C(C=C1)N1[C@@H](OC3=C(C=CC(=C3)C3=CNC(=N3)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)C1=C2)C1=CC=CC=C1
2005,DB11575,[H][C@@]12C[C@@]1([H])OC(O)=N[C@]([H])(C(=O)N1C[C@@]([H])(C[C@@]1([H])C(O)=N[C@@]1(C[C@@]1([H])C=C)C(O)=NS(=O)(=O)C1CC1)OC1=C(CCCCC2)N=C2C=CC(OC)=CC2=N1)C(C)(C)C
2006,DB11577,OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1
2007,DB11581,CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1
2008,DB11583,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
2009,DB11584,[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1
2010,DB11585,CC(CC1=C(O)C(=CC(C)=C1)N1N=C2C=CC=CC2=N1)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
2011,DB11586,COC1=CN=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)C2=C1C=CC(Cl)=C2
2012,DB11587,CCN(C)[C@@H](C)[C@H](O)C1=CC=CC=C1
2013,DB11588,[C-]#[O+]
2014,DB11589,[Ne]
2015,DB11590,[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O
2016,DB11591,CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1
2017,DB11594,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1
2018,DB11596,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1
2019,DB11602,CC(O)COCC1OC(OC2C(COCC(C)O)OC(OCC(C)O)C(OCC(C)O)C2OCC(C)O)C(OCC(C)O)C(OCC(C)O)C1OCC(C)O
2020,DB11609,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
2021,DB11610,[H][C@@](C)(NC)[C@]([H])(O)C1=CC=C(O)C=C1
2022,DB11611,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1
2023,DB11613,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1
2024,DB11614,CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1
2025,DB11619,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
2026,DB11622,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O
2027,DB11629,CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1
2028,DB11630,OC1=CC=CC(=C1)C-1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\-1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1
2029,DB11632,CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl
2030,DB11633,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1
2031,DB11636,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
2032,DB11637,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O
2033,DB11640,NC1=CC=NC=C1N
2034,DB11641,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC
2035,DB11642,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1
2036,DB11644,OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1
2037,DB11653,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(O)=O
2038,DB11660,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1
2039,DB11672,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O
2040,DB11691,[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O
2041,DB11699,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C1=CNC3=CC=CC=C13)N2C
2042,DB11703,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1
2043,DB11705,CN(C(=O)CO)C1=C(I)C(C(O)=NCC(O)CO)=C(I)C(C(O)=NCC(O)CO)=C1I
2044,DB11712,CC(C)(CO)C1=CC2=CC(NC(=O)C3(CC3)C3=CC=C4OC(F)(F)OC4=C3)=C(F)C=C2N1C[C@@H](O)CO
